Education,customer_id,AGE,marital,JOB
secondary,142011,46,single,admin.
tertiary,142012,28,single,management
tertiary,142013,61,married,management
primary,142014,53,married,housemaid
secondary,142015,38,divorced,blue-collar
tertiary,142018,27,single,student
tertiary,142020,67,married,retired
secondary,142021,55,divorced,unemployed
tertiary,142022,33,single,management
primary,142024,87,divorced,retired
tertiary,142025,57,married,management
tertiary,142026,33,single,self-employed
secondary,142027,51,married,technician
primary,142028,76,divorced,retired
tertiary,142029,64,married,management
secondary,142031,19,single,student
tertiary,142032,33,married,admin.
tertiary,142033,55,divorced,management
unknown,142034,31,single,blue-collar
unknown,142035,92,married,retired
secondary,142036,35,married,technician
tertiary,142037,30,single,technician
tertiary,142038,68,single,retired
secondary,142039,42,divorced,admin.
tertiary,142040,41,single,technician
secondary,142043,29,married,self-employed
secondary,142046,27,single,blue-collar
unknown,142047,78,married,retired
primary,142048,82,married,retired
tertiary,142049,29,single,technician
primary,142050,78,divorced,retired
tertiary,142052,76,married,retired
tertiary,142054,38,married,management
secondary,142055,60,married,technician
secondary,142056,33,divorced,services
secondary,142057,43,married,blue-collar
secondary,142058,61,married,retired
unknown,142059,43,single,technician
primary,142060,73,married,retired
primary,142062,57,married,management
tertiary,142063,33,married,management
unknown,142064,77,married,management
SECONDARY,142066,35,single,technician
primary,142068,59,married,retired
secondary,142070,76,married,retired
tertiary,142071,40,married,admin.
tertiary,142072,42,married,management
secondary,142073,40,married,admin.
tertiary,142075,70,married,unknown
tertiary,142076,59,married,retired
primary,142080,73,married,retired
primary,142083,81,married,retired
unknown,142086,41,single,unknown
secondary,142088,57,married,technician
unknown,142090,28,single,technician
secondary,142091,38,single,blue-collar
tertiary,142092,30,single,management
SECONDARY,142093,52,married,services
secondary,142094,22,single,student
primary,142095,53,married,unknown
unknown,142096,60,married,admin.
secondary,142099,55,married,technician
secondary,142102,80,married,retired
secondary,142103,56,married,management
SECONDARY,142107,38,divorced,housemaid
tertiary,142108,44,single,management
secondary,142109,69,divorced,retired
secondary,142110,65,married,retired
tertiary,142113,29,single,services
secondary,142114,52,married,services
tertiary,142115,36,single,student
tertiary,142116,33,single,management
tertiary,142121,50,married,management
unknown,142128,75,married,self-employed
tertiary,142129,27,single,management
primary,142130,65,married,retired
secondary,142131,64,married,retired
secondary,142134,30,single,ADMINISTRATION
tertiary,142135,57,married,housemaid
tertiary,142136,31,married,management
secondary,142137,52,married,blue-collar
tertiary,142138,25,single,management
tertiary,142139,36,married,management
tertiary,142141,64,married,management
unknown,142142,54,married,technician
secondary,142143,26,single,admin.
secondary,142144,51,single,self-employed
secondary,142145,72,married,retired
tertiary,142147,30,married,management
primary,142149,60,married,blue-collar
tertiary,142150,30,single,management
tertiary,142151,39,married,management
secondary,142152,45,divorced,admin.
tertiary,142154,66,married,retired
secondary,142155,50,married,technician
secondary,142156,54,married,housemaid
tertiary,142159,47,single,management
tertiary,142160,53,married,technician
tertiary,142161,47,single,management
primary,142162,80,married,retired
tertiary,142163,61,married,management
tertiary,142165,47,married,management
secondary,142168,30,single,technician
primary,142169,21,single,student
primary,142170,56,married,retired
tertiary,142172,62,married,management
tertiary,142174,41,married,unemployed
primary,142175,84,married,retired
tertiary,142179,49,divorced,management
secondary,142180,26,single,technician
secondary,142181,36,married,blue-collar
primary,142182,87,married,retired
primary,142183,61,married,retired
secondary,142186,70,married,retired
tertiary,142187,60,married,management
tertiary,142188,41,married,services
primary,142189,46,married,housemaid
secondary,142190,22,single,student
secondary,142192,60,divorced,retired
secondary,142200,30,single,technician
tertiary,142206,32,single,management
secondary,142210,54,married,technician
tertiary,142212,35,single,self-employed
secondary,142218,59,married,management
tertiary,142222,55,divorced,management
unknown,142223,29,single,student
tertiary,142224,35,married,management
secondary,142226,44,married,admin.
secondary,142227,48,married,management
secondary,142228,35,divorced,admin.
tertiary,142229,37,married,management
tertiary,142230,36,single,management
secondary,142231,52,single,admin.
tertiary,142232,55,single,management
secondary,142233,67,divorced,retired
tertiary,142234,36,married,self-employed
unknown,142237,64,married,management
secondary,142238,45,married,housemaid
SECONDARY,142239,29,single,technician
secondary,142241,33,married,services
secondary,142242,62,married,housemaid
tertiary,142243,27,single,management
primary,142245,76,married,retired
tertiary,142254,34,married,management
tertiary,142260,42,married,management
primary,142261,78,divorced,retired
secondary,142263,73,married,retired
secondary,142264,54,married,technician
primary,142268,67,married,retired
secondary,142269,24,married,technician
tertiary,142270,33,married,technician
secondary,142272,53,married,admin.
secondary,142273,33,married,student
tertiary,142274,24,single,student
tertiary,142275,32,single,management
tertiary,142276,60,married,self-employed
tertiary,142277,64,married,entrepreneur
secondary,142278,34,married,admin.
tertiary,142279,35,single,management
secondary,142281,24,single,student
tertiary,142284,32,single,technician
tertiary,142285,38,single,management
secondary,142286,47,married,housemaid
tertiary,142287,45,married,management
tertiary,142288,42,married,management
primary,142289,63,divorced,retired
tertiary,142290,40,married,management
tertiary,142291,31,married,self-employed
secondary,142292,44,single,admin.
tertiary,142293,61,married,retired
tertiary,142295,67,married,management
tertiary,142296,33,married,management
secondary,142297,57,married,management
primary,142298,71,divorced,housemaid
secondary,142299,79,married,retired
secondary,142300,52,married,unemployed
SECONDARY,142302,48,divorced,unemployed
secondary,142304,47,married,admin.
secondary,142305,27,single,admin.
secondary,142310,63,married,retired
primary,142311,49,married,management
tertiary,142312,35,single,management
secondary,142314,23,single,technician
tertiary,142315,26,single,management
secondary,142316,58,married,blue-collar
tertiary,142317,40,married,management
tertiary,142318,32,single,technician
secondary,142320,33,married,services
tertiary,142321,35,married,management
tertiary,142322,53,married,management
unknown,142323,20,single,student
tertiary,142325,44,divorced,self-employed
primary,142326,53,divorced,blue-collar
SECONDARY,142328,21,single,student
secondary,142329,36,single,blue-collar
tertiary,142330,31,single,management
secondary,142331,42,married,technician
tertiary,142333,27,single,self-employed
secondary,142335,33,married,services
tertiary,142336,29,single,management
secondary,142338,54,single,housemaid
primary,142339,63,married,retired
secondary,142341,30,single,unemployed
tertiary,142342,51,married,management
tertiary,142343,32,married,management
SECONDARY,142344,54,married,unknown
tertiary,142345,82,divorced,retired
tertiary,142346,47,married,management
secondary,142347,48,married,blue-collar
secondary,142349,77,divorced,retired
secondary,142350,36,married,entrepreneur
secondary,142354,38,married,admin.
tertiary,142355,27,single,student
secondary,142357,43,single,services
secondary,142358,33,married,technician
secondary,142359,27,single,admin.
secondary,142360,50,married,admin.
unknown,142364,45,married,blue-collar
primary,142365,76,married,retired
tertiary,142366,63,married,management
primary,142367,81,married,retired
primary,142368,77,married,retired
primary,142369,71,married,retired
secondary,142371,39,married,admin.
secondary,142373,75,divorced,retired
primary,142375,18,single,student
secondary,142376,58,divorced,services
secondary,142378,44,divorced,technician
secondary,142379,67,married,retired
secondary,142381,31,single,services
secondary,142382,61,married,retired
secondary,142383,36,single,technician
primary,142384,56,married,retired
tertiary,142386,62,divorced,retired
tertiary,142387,33,married,management
SECONDARY,142388,24,single,student
secondary,142391,33,married,admin.
unknown,142392,34,single,blue-collar
secondary,142393,58,married,admin.
tertiary,142395,37,married,management
unknown,142396,64,married,retired
secondary,142397,27,single,blue-collar
tertiary,142398,37,married,management
unknown,142403,22,single,student
tertiary,142405,63,married,management
tertiary,142407,33,married,management
secondary,142410,23,single,student
secondary,142411,54,married,technician
tertiary,142413,37,single,technician
tertiary,142415,43,married,management
secondary,142416,62,married,technician
secondary,142417,49,divorced,technician
primary,142419,56,married,management
tertiary,142420,35,married,technician
secondary,142423,24,married,blue-collar
primary,142424,33,married,blue-collar
unknown,142425,31,single,student
tertiary,142426,75,married,retired
tertiary,142427,40,married,admin.
secondary,142428,62,married,retired
tertiary,142430,52,married,management
primary,142432,57,divorced,housemaid
tertiary,142433,55,divorced,technician
secondary,142434,71,married,retired
tertiary,142435,59,married,self-employed
tertiary,142436,78,married,retired
secondary,142437,35,married,technician
secondary,142438,52,married,technician
primary,142439,29,single,unemployed
tertiary,142440,42,married,management
secondary,142441,53,married,technician
primary,142446,70,married,retired
secondary,142448,20,single,student
primary,142449,42,married,management
tertiary,142451,27,single,technician
tertiary,142457,33,married,management
tertiary,142458,31,single,management
secondary,142461,31,single,admin.
unknown,142462,38,married,management
secondary,142463,28,single,student
secondary,142464,38,married,technician
SECONDARY,142465,72,married,retired
SECONDARY,142467,29,single,admin.
tertiary,142468,34,married,admin.
primary,142470,61,divorced,retired
tertiary,142471,27,single,blue-collar
secondary,142472,46,married,housemaid
secondary,142476,53,married,technician
secondary,142479,58,married,technician
primary,142481,63,married,unemployed
tertiary,142487,22,single,student
secondary,142491,28,married,admin.
secondary,142492,31,married,technician
tertiary,142493,26,single,blue-collar
tertiary,142494,60,divorced,retired
unknown,142495,44,single,unknown
secondary,142496,29,single,technician
tertiary,142498,36,divorced,admin.
tertiary,142499,68,married,retired
tertiary,142500,48,married,management
primary,142501,53,married,unemployed
secondary,142502,27,single,blue-collar
secondary,142504,39,married,technician
secondary,142507,28,single,services
tertiary,142508,29,single,housemaid
unknown,142509,72,married,retired
tertiary,142510,29,single,management
tertiary,142511,26,single,student
tertiary,142512,49,married,management
tertiary,142514,43,single,management
unknown,142518,28,single,student
secondary,142519,44,single,admin.
primary,142520,73,divorced,retired
secondary,142521,58,single,admin.
tertiary,142525,39,married,management
SECONDARY,142531,61,divorced,retired
secondary,142532,45,married,technician
secondary,142539,29,single,student
secondary,142540,51,married,admin.
secondary,142545,31,married,technician
secondary,142546,30,single,student
secondary,142548,50,married,admin.
tertiary,142550,42,married,management
secondary,142551,37,married,admin.
tertiary,142556,27,single,management
secondary,142557,34,married,technician
secondary,142558,49,married,technician
secondary,142559,59,married,unemployed
primary,142560,80,married,retired
secondary,142561,86,single,retired
unknown,142562,69,married,retired
secondary,142563,79,married,retired
secondary,142567,41,married,unemployed
secondary,142568,36,married,services
tertiary,142569,49,married,management
secondary,142570,69,married,retired
unknown,142571,66,married,retired
tertiary,142573,32,divorced,management
tertiary,142575,47,single,management
tertiary,142578,58,married,management
primary,142579,64,married,retired
primary,142582,72,married,retired
secondary,142583,30,married,services
primary,142584,79,married,retired
secondary,142586,30,married,technician
tertiary,142592,36,married,management
tertiary,142594,53,married,entrepreneur
secondary,142596,53,married,ADMINISTRATION
tertiary,142597,34,married,management
secondary,142598,29,single,student
tertiary,142599,26,single,services
tertiary,142600,29,single,management
secondary,142603,81,divorced,retired
secondary,142604,57,married,retired
secondary,142605,72,married,retired
secondary,142612,28,single,blue-collar
secondary,142613,34,married,services
unknown,142614,57,divorced,management
primary,142616,66,married,housemaid
secondary,142617,32,married,ADMINISTRATION
secondary,142619,51,married,blue-collar
secondary,142620,27,single,student
tertiary,142622,50,married,management
tertiary,142624,30,single,management
secondary,142627,75,divorced,retired
secondary,142630,50,married,services
secondary,142633,32,single,admin.
primary,142634,59,married,retired
secondary,142635,68,married,retired
tertiary,142636,31,married,technician
secondary,142637,40,single,admin.
tertiary,142639,64,married,self-employed
tertiary,142641,54,divorced,management
secondary,142642,30,divorced,unemployed
secondary,142643,60,married,admin.
tertiary,142644,33,married,management
tertiary,142645,35,single,management
primary,142646,72,married,retired
primary,142648,30,married,blue-collar
secondary,142651,52,divorced,unemployed
tertiary,142655,43,married,services
tertiary,142658,33,married,management
secondary,142659,84,married,retired
secondary,142660,26,single,blue-collar
tertiary,142665,43,married,management
tertiary,142666,39,single,technician
secondary,142667,27,single,services
tertiary,142668,25,married,technician
tertiary,142671,35,single,technician
secondary,142672,38,married,admin.
unknown,142673,44,married,management
primary,142674,78,divorced,retired
unknown,142676,20,single,student
tertiary,142677,32,single,management
secondary,142679,23,single,services
SECONDARY,142680,35,married,unemployed
tertiary,142681,30,single,self-employed
secondary,142682,27,married,admin.
secondary,142686,61,married,management
tertiary,142688,46,divorced,management
secondary,142692,38,married,blue-collar
secondary,142693,29,single,services
tertiary,142694,51,divorced,technician
secondary,142695,33,divorced,admin.
secondary,142696,45,married,unemployed
secondary,142699,27,single,management
primary,142701,70,married,retired
secondary,142703,25,single,technician
secondary,142704,57,married,retired
SECONDARY,142705,55,married,admin.
tertiary,142706,33,married,management
primary,142708,73,married,retired
primary,142713,67,married,retired
tertiary,142714,35,married,management
secondary,142721,34,single,unemployed
tertiary,142722,47,divorced,services
tertiary,142724,66,married,self-employed
secondary,142725,31,single,technician
secondary,142727,25,single,technician
secondary,142728,28,single,services
secondary,142729,25,single,blue-collar
secondary,142730,47,single,ADMINISTRATION
tertiary,142731,30,married,technician
tertiary,142732,28,single,self-employed
tertiary,142734,49,married,management
secondary,142735,21,single,student
primary,142736,87,married,retired
primary,142737,34,married,blue-collar
secondary,142738,22,single,student
tertiary,142740,28,single,self-employed
tertiary,142744,31,married,unemployed
secondary,142745,60,married,retired
unknown,142746,41,single,technician
SECONDARY,142747,21,single,student
SECONDARY,142748,24,single,student
tertiary,142750,54,divorced,management
primary,142751,80,married,retired
tertiary,142756,35,single,technician
primary,142757,70,divorced,retired
secondary,142758,62,married,blue-collar
primary,142759,59,married,technician
secondary,142762,48,married,unemployed
SECONDARY,142765,45,married,admin.
secondary,142766,32,married,admin.
unknown,142769,36,married,admin.
SECONDARY,142770,33,single,services
primary,142772,64,married,housemaid
tertiary,142774,30,single,management
secondary,142775,59,single,services
secondary,142777,32,married,admin.
tertiary,142778,60,divorced,retired
tertiary,142779,39,married,management
tertiary,142781,37,married,management
secondary,142784,37,single,admin.
tertiary,142785,55,married,management
tertiary,142789,30,single,management
tertiary,142790,35,single,blue-collar
primary,142791,85,married,retired
primary,142794,79,married,retired
secondary,142797,64,married,retired
SECONDARY,142798,42,married,technician
secondary,142800,47,married,blue-collar
primary,142802,21,single,student
secondary,142804,66,married,retired
tertiary,142805,28,single,management
secondary,142811,61,married,retired
tertiary,142814,37,single,management
tertiary,142817,50,married,management
tertiary,142819,27,married,admin.
secondary,142822,63,married,retired
secondary,142823,63,married,retired
tertiary,142824,36,married,management
primary,142825,38,married,unemployed
secondary,142827,30,single,student
unknown,142828,92,married,retired
secondary,142831,77,married,retired
tertiary,142834,68,single,retired
secondary,142837,30,single,admin.
primary,142838,81,married,retired
unknown,142840,42,single,unknown
secondary,142843,38,single,blue-collar
secondary,142844,48,DIVORCED,admin.
secondary,142845,52,married,services
secondary,142846,38,divorced,housemaid
unknown,142849,61,married,admin.
secondary,142850,30,married,blue-collar
unknown,142851,20,single,student
secondary,142855,54,married,admin.
secondary,142856,39,married,admin.
secondary,142857,44,married,technician
primary,142860,73,married,retired
secondary,142862,61,married,retired
tertiary,142864,36,single,student
tertiary,142867,48,married,management
secondary,142868,52,married,services
secondary,142873,30,married,blue-collar
tertiary,142875,36,married,management
unknown,142876,49,divorced,technician
tertiary,142877,29,single,management
tertiary,142879,42,single,management
primary,142880,80,married,retired
tertiary,142883,33,married,technician
tertiary,142884,56,married,technician
tertiary,142885,64,married,management
secondary,142886,54,married,admin.
tertiary,142888,52,married,technician
secondary,142889,63,married,technician
tertiary,142890,34,married,admin.
tertiary,142891,50,married,management
tertiary,142892,66,married,retired
primary,142895,52,married,blue-collar
unknown,142897,62,married,technician
secondary,142899,62,married,entrepreneur
secondary,142900,60,married,retired
secondary,142903,28,single,admin.
secondary,142904,26,single,technician
primary,142905,56,DIVORCED,retired
tertiary,142906,34,married,management
tertiary,142907,36,married,technician
primary,142911,60,married,blue-collar
tertiary,142916,26,single,management
tertiary,142918,45,single,management
primary,142919,20,single,student
unknown,142921,60,married,management
secondary,142922,33,single,entrepreneur
tertiary,142923,40,single,management
tertiary,142926,77,married,retired
secondary,142931,67,married,management
tertiary,142932,33,married,management
primary,142934,66,married,retired
tertiary,142935,45,married,management
unknown,142936,30,single,student
secondary,142941,56,married,services
unknown,142944,64,married,housemaid
tertiary,142945,30,single,technician
secondary,142947,33,married,technician
primary,142949,72,married,retired
tertiary,142950,44,married,technician
secondary,142951,37,single,admin.
tertiary,142952,31,single,unemployed
secondary,142954,52,married,blue-collar
secondary,142957,37,single,technician
tertiary,142959,34,married,management
unknown,142960,78,married,retired
secondary,142961,45,married,admin.
tertiary,142962,37,married,management
secondary,142963,29,married,technician
tertiary,142965,68,married,retired
secondary,142967,38,single,admin.
tertiary,142968,53,married,management
secondary,142971,39,married,services
tertiary,142972,55,DIVORCED,management
tertiary,142973,32,single,student
secondary,142974,62,married,retired
primary,142975,76,married,retired
tertiary,142976,42,married,technician
secondary,142978,35,divorced,admin.
secondary,142981,55,married,ADMINISTRATION
tertiary,142983,41,single,technician
secondary,142987,30,single,student
tertiary,142990,35,single,unemployed
secondary,142992,80,married,retired
secondary,142994,38,married,technician
secondary,142996,48,married,blue-collar
unknown,143005,25,married,management
tertiary,143010,36,single,admin.
tertiary,143016,29,single,housemaid
secondary,143019,58,married,unemployed
tertiary,143028,32,married,technician
secondary,143031,46,married,blue-collar
tertiary,143032,23,single,ADMINISTRATION
secondary,143034,67,divorced,retired
tertiary,143036,30,married,management
secondary,143037,22,single,student
unknown,143038,56,married,admin.
secondary,143039,24,married,technician
tertiary,143040,47,married,admin.
secondary,143042,45,married,admin.
tertiary,143045,40,married,management
tertiary,143048,35,married,management
tertiary,143049,36,married,management
tertiary,143051,52,married,management
secondary,143052,33,married,student
secondary,143053,60,married,technician
tertiary,143054,24,single,student
unknown,143055,18,single,student
tertiary,143056,65,married,entrepreneur
secondary,143057,25,single,student
secondary,143058,58,married,technician
secondary,143059,36,single,technician
tertiary,143060,27,single,management
SECONDARY,143062,35,single,admin.
tertiary,143063,39,single,blue-collar
secondary,143064,53,married,admin.
secondary,143065,23,single,student
secondary,143066,34,married,admin.
tertiary,143067,33,single,management
secondary,143068,33,single,technician
tertiary,143069,36,single,management
secondary,143071,52,married,unemployed
unknown,143073,36,single,student
secondary,143075,55,divorced,technician
secondary,143076,60,married,retired
tertiary,143078,61,married,retired
secondary,143079,58,married,technician
secondary,143080,48,divorced,unemployed
tertiary,143081,35,married,technician
tertiary,143082,34,divorced,management
secondary,143083,58,married,management
secondary,143084,39,divorced,technician
tertiary,143086,44,married,management
secondary,143087,54,married,unknown
tertiary,143088,27,single,student
secondary,143089,33,married,unemployed
SECONDARY,143090,77,married,retired
secondary,143093,30,single,admin.
tertiary,143094,31,single,management
tertiary,143095,61,married,retired
primary,143096,76,married,retired
secondary,143097,75,married,blue-collar
secondary,143098,28,married,blue-collar
tertiary,143099,35,married,management
secondary,143100,59,married,technician
secondary,143101,42,married,blue-collar
tertiary,143102,35,single,self-employed
secondary,143103,48,single,entrepreneur
secondary,143104,44,single,technician
secondary,143105,71,married,retired
secondary,143106,60,married,retired
secondary,143107,34,married,blue-collar
primary,143108,57,married,retired
secondary,143110,75,married,retired
secondary,143111,39,married,blue-collar
tertiary,143112,64,married,retired
secondary,143113,66,married,retired
tertiary,143114,36,married,technician
secondary,143116,29,single,technician
tertiary,143117,34,single,management
secondary,143118,26,single,unemployed
tertiary,143120,41,married,management
secondary,143121,47,married,blue-collar
tertiary,143122,52,married,management
secondary,143123,36,divorced,blue-collar
secondary,143124,32,married,technician
tertiary,143125,51,married,management
tertiary,143126,34,married,management
secondary,143127,21,single,student
secondary,143129,54,married,technician
tertiary,143131,29,single,management
tertiary,143132,32,married,management
secondary,143133,38,married,services
secondary,143134,48,married,unemployed
tertiary,143135,46,married,management
SECONDARY,143136,32,married,technician
primary,143137,49,married,services
tertiary,143139,37,married,management
tertiary,143140,37,single,technician
secondary,143141,23,single,student
secondary,143142,58,married,admin.
tertiary,143143,45,married,management
secondary,143145,30,single,unemployed
tertiary,143146,30,single,admin.
secondary,143148,23,single,student
tertiary,143149,34,married,management
tertiary,143150,27,single,management
tertiary,143151,28,single,student
tertiary,143154,61,divorced,self-employed
secondary,143155,27,single,blue-collar
tertiary,143156,34,single,management
tertiary,143159,58,married,management
secondary,143160,52,married,technician
tertiary,143162,59,married,management
secondary,143165,48,married,admin.
secondary,143166,28,single,technician
tertiary,143167,35,single,management
secondary,143168,66,married,retired
secondary,143171,52,married,services
tertiary,143172,26,single,admin.
tertiary,143174,38,single,management
tertiary,143175,59,married,self-employed
secondary,143177,47,married,blue-collar
tertiary,143178,48,married,management
unknown,143180,22,single,student
secondary,143181,82,married,retired
primary,143182,27,single,blue-collar
secondary,143183,60,divorced,retired
tertiary,143185,53,married,management
secondary,143188,59,divorced,unemployed
tertiary,143189,39,single,management
unknown,143190,27,single,unknown
secondary,143193,55,divorced,retired
secondary,143196,37,married,blue-collar
tertiary,143197,33,single,unemployed
tertiary,143200,35,married,management
secondary,143203,23,single,student
primary,143204,80,married,housemaid
secondary,143205,29,single,student
secondary,143206,47,married,admin.
tertiary,143207,72,divorced,retired
tertiary,143208,45,single,management
tertiary,143210,37,married,unemployed
tertiary,143211,29,single,self-employed
tertiary,143212,40,single,management
secondary,143214,32,single,technician
tertiary,143216,32,married,management
secondary,143221,54,married,technician
secondary,143223,20,single,student
tertiary,143224,48,married,housemaid
SECONDARY,143227,60,married,admin.
primary,143229,70,married,retired
secondary,143230,78,divorced,retired
unknown,143232,52,single,admin.
tertiary,143233,61,divorced,self-employed
secondary,143236,25,single,student
tertiary,143240,37,married,management
secondary,143242,25,single,services
secondary,143245,27,single,services
unknown,143247,56,married,management
secondary,143248,63,married,technician
secondary,143249,59,married,technician
secondary,143250,22,single,student
secondary,143251,30,single,student
unknown,143252,66,married,management
primary,143255,74,married,retired
secondary,143258,52,married,technician
secondary,143259,71,DIVORCED,retired
tertiary,143260,33,married,management
secondary,143261,56,married,technician
tertiary,143265,30,single,management
unknown,143268,73,married,retired
primary,143271,60,married,housemaid
secondary,143274,65,married,unemployed
tertiary,143275,59,married,management
tertiary,143276,37,married,management
secondary,143277,28,single,blue-collar
tertiary,143279,27,single,technician
tertiary,143280,49,single,admin.
tertiary,143281,31,single,admin.
secondary,143282,38,single,services
secondary,143284,28,single,technician
tertiary,143285,51,married,technician
primary,143287,56,married,retired
tertiary,143288,37,single,management
primary,143289,47,married,technician
tertiary,143290,60,divorced,retired
secondary,143291,42,married,technician
tertiary,143292,27,single,student
tertiary,143293,40,single,unemployed
secondary,143294,25,single,student
primary,143295,90,divorced,retired
unknown,143296,29,single,student
tertiary,143297,29,single,technician
secondary,143298,68,married,retired
secondary,143299,38,married,admin.
primary,143302,66,divorced,housemaid
tertiary,143303,47,married,management
secondary,143304,63,married,retired
tertiary,143305,32,single,management
tertiary,143307,32,married,management
tertiary,143308,42,married,management
tertiary,143312,26,single,admin.
secondary,143314,73,single,retired
secondary,143317,26,single,student
secondary,143319,60,married,admin.
SECONDARY,143320,25,single,blue-collar
tertiary,143321,64,married,retired
tertiary,143322,26,single,student
secondary,143323,27,single,ADMINISTRATION
primary,143324,68,married,retired
secondary,143327,39,married,services
tertiary,143328,54,married,housemaid
secondary,143329,40,single,unemployed
secondary,143331,64,married,retired
tertiary,143332,37,married,management
secondary,143333,36,married,services
tertiary,143334,33,divorced,management
tertiary,143338,51,married,management
tertiary,143339,83,married,retired
unknown,143340,45,single,student
tertiary,143341,31,married,technician
tertiary,143343,51,married,admin.
secondary,143344,64,divorced,unemployed
secondary,143345,59,married,unemployed
tertiary,143346,33,single,management
tertiary,143348,35,married,management
unknown,143349,69,married,retired
tertiary,143350,31,single,management
primary,143351,73,married,retired
primary,143352,76,divorced,retired
secondary,143353,35,married,technician
tertiary,143354,28,single,management
tertiary,143355,34,married,management
tertiary,143356,33,married,management
secondary,143357,36,married,services
unknown,143358,44,married,management
unknown,143359,19,single,student
tertiary,143361,28,single,management
primary,143362,51,married,blue-collar
secondary,143363,52,married,unemployed
secondary,143364,61,married,retired
tertiary,143365,51,divorced,admin.
tertiary,143370,39,married,management
secondary,143375,37,married,unemployed
primary,143382,80,married,retired
secondary,143383,46,married,blue-collar
secondary,143384,61,married,admin.
secondary,143385,72,married,retired
tertiary,143386,36,married,management
secondary,143389,33,married,technician
primary,143391,77,married,retired
tertiary,143392,74,married,retired
tertiary,143393,30,married,management
secondary,143395,35,married,blue-collar
primary,143397,82,divorced,retired
primary,143399,67,divorced,retired
tertiary,143400,71,married,retired
primary,143401,75,divorced,retired
SECONDARY,143402,41,divorced,admin.
secondary,143406,38,single,housemaid
unknown,143407,38,married,management
secondary,143408,60,married,retired
secondary,143410,60,divorced,retired
SECONDARY,143411,53,married,admin.
tertiary,143414,29,single,management
primary,143417,64,married,retired
secondary,143420,35,single,unemployed
tertiary,143421,31,single,student
tertiary,143423,22,single,self-employed
secondary,143424,54,divorced,services
secondary,143425,59,married,retired
secondary,143426,35,married,admin.
tertiary,143428,27,single,technician
tertiary,143429,46,divorced,management
secondary,143430,25,single,blue-collar
tertiary,143431,46,married,management
tertiary,143432,59,married,management
secondary,143434,35,single,technician
secondary,143435,52,single,technician
secondary,143436,22,single,technician
tertiary,143437,31,single,management
tertiary,143438,43,divorced,management
tertiary,143439,35,single,management
secondary,143440,60,married,admin.
secondary,143442,54,married,management
primary,143444,72,married,retired
tertiary,143446,29,single,self-employed
tertiary,143447,29,single,self-employed
SECONDARY,143448,30,single,student
tertiary,143449,28,single,management
secondary,143450,43,married,services
secondary,143451,37,married,services
tertiary,143453,62,married,management
tertiary,143457,57,married,management
tertiary,143461,33,single,management
tertiary,143462,47,single,management
secondary,143463,60,married,retired
tertiary,143464,,single,technician
tertiary,143471,30,single,self-employed
secondary,143473,45,married,technician
secondary,143475,51,married,admin.
tertiary,143477,28,single,admin.
tertiary,143480,57,divorced,management
secondary,143481,23,single,services
tertiary,143482,56,single,housemaid
tertiary,143484,33,single,admin.
tertiary,143485,44,divorced,admin.
primary,143486,80,divorced,retired
tertiary,143487,47,married,management
secondary,143488,27,single,student
tertiary,143491,26,single,management
secondary,143493,50,divorced,technician
secondary,143494,84,married,retired
primary,143495,86,married,retired
unknown,143497,46,married,management
secondary,143499,45,married,technician
primary,143500,60,married,blue-collar
secondary,143501,47,married,admin.
secondary,143503,53,married,admin.
tertiary,143504,54,single,technician
secondary,143505,54,married,technician
secondary,143506,34,married,blue-collar
secondary,143508,44,married,management
secondary,143509,19,single,student
secondary,143510,24,single,student
tertiary,143512,,divorced,management
tertiary,143513,53,married,technician
unknown,143516,29,single,management
tertiary,143517,30,married,management
primary,143518,50,married,blue-collar
secondary,143521,32,single,management
tertiary,143522,27,single,student
tertiary,143523,33,single,self-employed
secondary,143524,80,married,retired
tertiary,143525,33,single,management
unknown,143526,57,married,retired
tertiary,143528,27,single,technician
tertiary,143530,55,married,management
primary,143532,78,divorced,retired
unknown,143533,43,divorced,technician
tertiary,143534,34,married,management
tertiary,143535,36,single,management
secondary,143536,36,single,technician
tertiary,143543,26,single,management
secondary,143552,35,married,technician
SECONDARY,143555,31,married,admin.
primary,143557,25,single,unemployed
tertiary,143559,62,DIVORCED,self-employed
secondary,143560,49,married,admin.
tertiary,143561,30,single,management
secondary,143563,25,single,blue-collar
tertiary,143564,32,single,management
tertiary,143565,36,single,management
tertiary,143566,40,married,technician
tertiary,143567,38,married,management
tertiary,143568,35,single,technician
primary,143569,45,single,blue-collar
unknown,143571,36,single,management
secondary,143572,23,single,student
secondary,143573,38,married,technician
primary,143574,44,married,services
tertiary,143576,35,single,management
secondary,143578,75,married,retired
tertiary,143579,26,single,technician
tertiary,143580,51,married,management
secondary,143581,59,married,technician
tertiary,143582,30,single,management
primary,143583,36,married,blue-collar
secondary,143584,39,married,technician
tertiary,143585,24,single,management
secondary,143588,22,single,services
tertiary,143589,36,married,management
tertiary,143590,35,divorced,management
tertiary,143591,22,single,management
tertiary,143594,34,married,management
primary,143599,22,single,student
SECONDARY,143600,27,single,services
tertiary,143602,57,married,management
tertiary,143604,30,single,student
secondary,143605,55,divorced,unemployed
tertiary,143606,36,single,management
secondary,143607,38,divorced,blue-collar
secondary,143608,39,single,blue-collar
secondary,143610,38,single,technician
secondary,143613,24,single,admin.
secondary,143614,30,single,student
